row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,BLANK_20250905144046.mzML Peak area,BLANK_20250905131026.mzML Peak area,BLANK_20250905141457.mzML Peak area,BLANK.mzML Peak area,AB_2.mzML Peak area,AB_7.mzML Peak area,AB_1.mzML Peak area,AB_5.mzML Peak area,AB_4.mzML Peak area,AB_3.mzML Peak area,AB_8.mzML Peak area,AB_9.mzML Peak area,AB_6.mzML Peak area
3531,444.1225121,1.8002167,,,,15,,,,,,,0,0,0,0,493.87143,0,0,27357.959,38152.598,546.9827,9495.492,132022.08,43041.465
5366,444.1867246,2.4073353,,,,15,,,,,,,0,0,0,0,133531.86,81520.16,171247.64,56108.14,183325.39,53491.76,68900.484,55253.406,125310.86
5205,444.222357,2.3123276,,,,15,,,,,,,0,0,0,0,601155.44,689262.94,742806.56,689042.9,776300.3,435978.56,530559.56,189528.89,969008.8
5497,444.2226296,2.4796624,,,,15,,,,,,,0,0,0,0,56089.125,64417.035,89475.14,140188.36,90116,87836.9,22834.838,80732.46,63803.656
5924,444.2226305,2.6553106,,,,15,,,,,,,0,0,0,0,108717.82,123651.914,183104.78,166471.53,411253.47,60709.746,50032.797,63783.746,206901.92
7934,444.2739651,3.4717832,,,,85,,,,,,,0,0,0,0,22.253826,0,863.434,6413.2646,2739.4106,3702.0818,0,99309.984,32.87127
9013,444.27453,4.0411944,,,,69,,,,,,,0,0,0,0,24.320126,743.8388,10017.763,58147.918,7765.4785,15273.49,5987.8545,88550.62,5117.162
11823,444.2746072,5.8908167,,,,75,,,,,,,0,0,0,0,283.15,0,2571.562,6161.3667,2438.332,7968.2554,344.16055,80853.69,295.4595
7384,444.3109995,3.2110705,,,,85,,,,,,,0,0,0,0,0,0,165287.27,0,22349.098,13346.784,12752.964,71950.836,0
4386,445.1460356,2.046566,,,,15,,,,,,,0,0,0,0,20873.395,39579,196319.36,131463.75,240378.19,74363.25,34915.78,52333.984,85450.875
705,445.1571152,0.6115826,,,,,,,,,,,0,0,0,0,0,0,0,85.469055,968.2461,0,0,30192.111,0
5409,446.1379624,2.4238255,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,203932.33,0
6671,446.138317,2.927745,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,72698.586,0
4383,446.166133,2.0424817,,,,15,170,[M+NH4]+,,3,4384;4360;4383,428.13194,89.54725,42.45194,40.57779,0,277892.78,325267.9,1624336.4,551194.2,1009422.7,663747.44,211933.95,392974.7,675322.06
2500,446.1875249,1.5385879,,,,15,,,,,,,0,0,0,0,23.617018,59.19979,19969.44,36359.55,31400.012,0,4079.9575,692.87225,13896.843
16503,446.2538577,8.617508,,,,89,,,,,,,3954.3743,4950.058,3548.5667,3822.443,9947.993,31874.27,20093.54,27279.422,11551.514,20007.49,19623.535,6884.91,20892.941
3959,446.2594155,1.9471629,,,,15,155,[M+NH4]+,,4,3726;3934;3936;3959,428.22579,950.32306,1895.2593,2404.7,2206.7751,6433.871,17721.492,5834613.5,6174034,4184486.5,17759.54,2073765.4,49057.195,2091253
6352,446.2900557,2.806547,,,,15,,,,,,,0,0,0,0,329.72882,0,3484.2593,7582.376,538.6201,33977.54,2405.511,5983.328,325.44177
5467,447.091753,2.473351,,,,15,,,,,,,0,0,0,0,0,0,0,26158.969,57835.656,33875.87,6612.1675,38129.996,0
1157,447.1071002,0.7543277,,,,13,66,[M+H]+,,3,1157;1141;1164,446.09958,0,0,6.901952,0,277868.4,0,0,539761.9,116739.055,10198.767,465691.53,1123255.8,859146.5
1837,447.1071926,1.0876719,,,,40,,,,,,,0,0,0,0,78869.79,0,0,49394.4,19013.281,172.53806,26951.232,870080.8,28116.61
5548,447.2010343,2.527142,,,,15,,,,,,,0,0,0,0,17481.273,27909.639,16474.23,13109.744,12116.392,51319.53,15839.728,222098.55,12169.717
3061,447.2149381,1.6763552,,,,15,,,,,,,0,0,0,0,42.2891,124.5898,0,0,437.12494,803.28467,0,2039.2015,42576.883
8081,448.164216,3.5526493,,,,,,,,,,,0,0,0,0,0,0,0,0,30.76165,0,0,106598.695,0
5410,448.1648347,2.4238255,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2031330.5,0
5888,448.1659484,2.6196764,,,,,,,,,,,0,0,0,0,0,0,0,0,954.2769,0,0,542482.94,0
4662,448.1969763,2.1354535,,,,15,,,,,,,0,0,0,0,0,0,0,344757.53,0,0,0,1146.5574,289824.4
11564,448.3057338,5.6907716,,,,62,,,,,,,0,0,0,0,313.19867,63.975285,3258.4607,5724.2837,4820.4346,22098.082,5544.4824,465608.34,72.42464
10679,448.3058772,5.005193,,,,14,,,,,,,0,0,0,0,550.51526,7492.8228,11325.728,691.4832,619.988,25958.09,7072.724,477336.28,7186.3726
13088,448.3058867,6.833352,,,,3,392,[M+H]+,,2,13088;13078,447.29862,0,0,0,0,36649.426,18866.66,105640.29,43749.71,26901.242,98646.35,247319.39,836817.9,15952.539
6131,448.3061482,2.7363079,,,,15,,,,,,,0,0,0,0,2088.6099,8323.385,7660.0156,5393.14,4562.1,41603.152,13739.842,116773.984,8268.004
9424,448.3062032,4.286195,,,,63,,,,,,,0,0,0,0,4861.76,4370.3823,14790.112,18433.309,7905.81,41696.48,20035.5,66953.66,7489.1323
5036,449.1076581,2.2403736,,,,,,,,,,,0,0,0,0,0,0,0,0,0,26510.611,62210.832,0,0
6216,449.1841032,2.7643178,,,,15,,,,,,,0,0,0,0,211.01646,0,119796.49,516843.7,391466.03,0,45786.562,0,132497.48
6476,450.1761092,2.863721,,,,15,,,,,,,0,0,0,0,2235.0107,18670.045,22773.004,64840.297,117186.04,88335.12,138395.61,100039.44,45374.438
7188,450.1765458,3.0949528,,,,15,,,,,,,0,0,0,0,41.006596,1091.4702,7175.141,7509.541,109524.62,16866.297,39145.336,23239.756,12523.522
6081,450.1767862,2.7051258,,,,15,,,,,,,0,0,0,0,1521.4785,10273.251,8410.809,106130.87,293547.5,153762.03,338805.44,45484.133,28692.018
6576,450.2326895,2.8938398,,,,15,248,[M+NH4]+,,2,6872;6576,432.19932,0,0,0,0,15.460809,716.43884,31082.594,53639.848,25788.186,17019.158,1170.0637,33800.676,1163.1787
12308,450.3213229,6.3294535,,,,88,,,,,,,0,0,0,0,817.1002,10994.48,2896.9373,208.02477,1436.5576,66915.77,8196.093,368048.12,344.74454
835,451.0084396,0.6379307,,,,13,49,[M+H]+,,3,781;835;792,450.00106,0,0,0,0,0,1838.0625,638.1854,4228.3784,6916.238,19641.633,8509.743,0,10.74169
5402,451.0994732,2.4226854,,,,15,210,[M+K]+,,3,5402;5395;5397,412.13667,0,0,0,0,390061.84,259900.75,556634.1,186711.64,283818.9,264640.3,247522.38,176704.47,298826.9
4384,451.1207773,2.0434003,,,,15,170,[M+Na]+,,3,4383;4360;4384,428.13194,0,11.895629,0,0,62918.082,56154.457,114150.43,52304.86,87875.48,87661.234,41589.766,20858.719,78359.24
2593,451.1425876,1.5591161,,,,15,,,,,,,0,0,0,0,76.62468,98.867035,31218.764,42138.32,21918.227,0,3998.253,0,7908.197
8937,451.1946347,4.011122,,,,69,,,,,,,0,0,0,0,437.99338,6383.998,44588.5,46973.24,33663.035,40821.59,5610.39,39236.37,24919.861
6047,451.2010074,2.7032857,,,,15,,,,,,,0,0,0,0,0,0,55126.996,547497.6,528510.3,0,6816.235,0,205264.06
3934,451.214577,1.9381518,,,,15,155,[M+Na]+,,4,3726;3934;3936;3959,428.22579,6.6791744,6.5299177,17.465603,0,1184.6791,2586.8425,336443.12,384763.6,246780.11,3093.6152,196155.95,0,148780.22
12267,451.3249631,6.3234324,,,,88,,,,,,,0,0,0,0,39.365852,2136.2346,373.70517,0,112.92668,14985.305,1175.4949,106978.42,71.0402
17069,451.3621108,9.19977,,,,87,415,[M+H]+,,3,17069;17045;17018,450.35579,8709.622,8539.722,9130.059,19482.287,7738.603,8789.618,6918.741,8351.027,7937.9033,8339.079,8650.387,8377.337,9037.232
6017,452.1914298,2.672203,,,,15,,,,,,,0,0,0,0,9454.745,6895.7866,35929.477,434895.22,99182.59,266995.5,30694.064,10221.098,68802.22
5635,452.1915842,2.5594654,,,,15,216,[M+H]+,,2,5635;5639,451.18339,0,0,0,0,5962.6113,3436.0312,13013.481,584146.2,133131.5,303912.97,29205.99,6667.6514,18062.828
8370,452.2490071,3.7196674,,,,85,296,[M+NH4]+,,2,8383;8370,434.2154,0,0,0,0,0,89.84158,6428.44,7710.469,9624.07,994.6682,108.849434,2694.4092,25.73582
7259,452.249072,3.12531,,,,15,,,,,,,0,0,0,0,204.19263,937.2727,65194.703,99796.97,93404.98,46524.582,2538.9204,89456.56,933.60266
11387,452.275801,5.6101084,,,,,,,,,,,0,0,0,0,0,0,0,0,0,396.84082,0,172970.66,0
16645,452.2771709,8.823806,,,,,,,,,,,0,0,0,0,42586.21,0,25.569006,10.21194,0,0,0,41.121956,479.1307
17306,452.3947423,9.37703,,,,67,428,[M+NH4]+,,3,17317;17307;17306,434.36109,59991.176,58373.11,63791.13,167260.27,58336.605,60663.92,58790.99,61701.14,56323.605,59371.004,59828.938,59676.133,62213.41
3947,453.1152144,1.943176,,,,15,157,[M+K]+,,4,3976;3955;3947;3960,414.15254,0,0,0,0,15708.178,11106.717,6928.4907,4916.6963,27245.715,29514.287,0,13889.832,17897.674
16502,453.166954,8.61746,,,,89,407,[M+K]+,,4,16502;16496;16497;16501,414.20422,6577.0024,5029.535,8242.13,2639.035,8730.792,52241.855,14651.502,28853.227,11508.718,17217.146,31113.092,7072.68,27587.324
3859,453.2089848,1.9224482,,,,15,154,[M+K]+,,4,3879;3857;3854;3859,414.24617,0,0,0,0,0,0,332133.4,120325.93,96894.9,1010.4922,106187.2,1326.2362,18047.465
9882,453.2153483,4.4644995,,,,24,332,[M+H]+,,2,9649;9882,452.20802,0,0,0,0,0,0,132606.34,580515.94,923295,0,53769.13,0,265718.75
6542,453.2158357,2.9256,,,,15,,,,,,,0,0,0,0,0,0,5087.2124,239638.4,86616.69,0,8494.98,0,34062.316
5474,454.1103046,2.4794166,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,119054.49,0
6180,454.2072804,2.7596111,,,,15,239,[M+H]+,,2,6180;6168,453.20008,0,0,0,0,18152.059,97301.414,622564.06,647.9381,415433.8,0,53.881516,178337.77,816724.9
9573,454.2184667,4.404672,,,,46,,,,,,,0,0,0,0,0,0,941.0126,53364.527,190942.22,10.266768,2042.8563,0,34418.65
8482,454.2646573,3.7721272,,,,85,300,[M+NH4]+,,2,8482;8480,436.23089,0,0,0,0,15.703339,20.866886,1777.253,8023.0176,8057.4424,1597.1941,204.6895,7745.7935,0
14483,454.2924418,7.4985957,,,,,,,,,,,0,0,0,0,20.895443,343.25385,865.7744,22.71753,1275.2085,123644.84,678.78876,253319.95,0
16890,454.3168378,9.113875,,,,87,413,[M+H]+,,2,16873;16890,453.30953,18292.004,16647.48,18172.314,10470.595,0,0,0,0,0,0,0,0,0
5253,455.1650866,2.3187397,,,,15,204,[M+H]+,,2,5253;5268,454.15788,0,0,0,0,106000.25,241241.19,632696.06,594326.6,528711.7,727351.1,22746.436,57115.543,296969.3
4553,455.1657549,2.0902128,,,,15,179,[M+H]+,,2,4553;4509,454.15936,0,0,0,0,26773.19,45137.445,180321.03,90255.164,129550.64,114092.35,9437.456,16064.35,66705.61
6872,455.1889886,2.9110625,,,,15,248,[M+Na]+,,2,6872;6576,432.19932,0,0,0,0,19.42357,172.29977,2921.56,30214.531,32004.72,43420.93,5824.632,16042.009,0
8245,455.1938438,3.654142,,,,85,,,,,,,0,0,0,0,0,0,5495.992,76949.04,112294.055,261.20306,4161.8,494.5632,33069.617
7414,455.2070023,3.2274466,,,,85,,,,,,,0,0,0,0,72845.336,80356.36,261660.81,165658.28,257341.55,120483.055,52936.3,440773.78,116410.414
9426,455.2315701,4.286279,,,,63,323,[M+H]+,,2,9426;9389,454.22431,0,0,0,0,0,0,205286.2,571278.2,816413.9,0,71129.62,0,283620.22
6087,456.1258991,2.7113736,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,459736.56,0
6806,456.12607,2.9858842,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,52700.133,0
4667,456.1879333,2.1143875,,,,15,,,,,,,0,0,0,0,13023.348,0,26372.504,6255.0674,0,4131.7334,21869.625,134184.25,0
7753,456.1904329,3.3741817,,,,85,277,[M+NH4]+,,2,7753;7775,438.15666,0,0,0,0,0,0,267359.03,496996,214994.83,3895.9082,23180.521,0,64616.97
4353,456.2133705,2.0391908,,,,15,,,,,,,0,0,0,0,36092.906,47397.91,0,0,0,117425.66,0,438935.53,27691.959
3579,456.2161668,1.8142648,,,,15,,,,,,,0,0,0,0,0,169.64993,0,0,4643.3525,3967.2507,0,71419.83,0
8099,457.204344,3.5598118,,,,85,,,,,,,0,0,0,0,23.974918,577.58624,8424.797,17287.58,29207.113,17495.254,229.64838,70879.76,50.205223
8383,457.2048425,3.7229402,,,,85,296,[M+Na]+,,2,8370;8383,434.2154,0,0,0,0,24.18954,241.53038,11548.244,16254.457,14225.531,4070.8997,467.52194,5791.287,0
7036,457.2051369,3.0345504,,,,15,259,[M+Na]+,,2,7002;7036,434.2163,0,0,0,0,1192.6163,8490.493,724015.6,582421.1,310198.78,221669.45,39309.953,353447.34,11342.188
11252,457.2056708,5.5033445,,,,94,366,[M+H]+,,2,11253;11252,456.19912,0,0,0,0,22.783695,429.5486,5411.0063,12376.931,68079.77,670.46515,92.53058,9978.805,10911.522
2679,457.2183623,1.5868657,,,,15,,,,,,,0,0,0,0,44.181774,289.276,64056.41,62605.027,57281.06,439.98108,13507.484,2210.0344,3085.7576
8971,457.2224293,4.0300236,,,,,,,,,,,0,0,0,0,115.9631,346.9005,0,0,0,31063.018,0,110728.63,0
1128,457.3021586,0.73821765,,,,13,,,,,,,0,0,0,0,20696.701,3207.3044,25743.19,6581.7437,22843.523,78108.54,3557.0276,102393.98,2634.583
17317,457.3506945,9.380141,,,,67,428,[M+Na]+,,3,17317;17307;17306,434.36109,5698.6895,4958.948,5847.9785,21998.484,4288.7964,5294.3013,4261.113,5296.5127,5083.1465,5224.247,5495.8887,5776.7935,5263.679
1050,458.0810432,0.6896004,,,,13,60,[M+K]+,,2,1050;1038,419.11824,0,0,0,0,970.037,799.91724,3343.7239,2122.4187,1757.466,1729.0237,1673.9529,4257.3447,5293.473
5385,458.2017808,2.4157069,,,,15,,,,,,,0,0,0,0,219387.69,243530.81,322776,321381.97,436786.22,129637.26,147078.12,155131.28,456302.5
5707,458.2021885,2.5919073,,,,15,217,[M+NH4]+,,3,5726;5707;5701,440.16795,0,0,0,0,327315,148822.67,1171789.9,1420783.9,791735.75,826604.56,136724.7,795299.1,265121.1
6548,458.2023982,2.8903618,,,,15,246,[M+NH4]+,,2,6548;6539,440.16843,0,0,0,0,15989.182,4490.6597,67305.555,79945.47,48489.75,44937.246,11700.27,41665.21,23653.973
11465,458.2033125,5.6378307,,,,62,,,,,,,0,0,0,0,2441.349,3035.9407,22371.652,96846.836,181674.73,6918.0273,1397.6093,135433.2,51686.746
7528,458.2063056,3.2273135,,,,85,,,,,,,0,0,0,0,0,286.0869,291688.44,358059.12,148616.81,4150.099,39632.32,2388.0996,152959.48
5565,458.2957786,2.5330632,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,89818.63,0,24559.805
16928,458.3213748,9.13613,,,,87,,,,,,,9.665424,0,9.432626,289.6142,21937.541,1583.8242,6808.8716,515.7864,34331.594,1509.7839,5462.094,3897.155,3998.4653
4594,459.1256391,2.104934,,,,15,,,,,,,0,0,0,0,54305.555,79835.305,319620.75,235337.84,429170.5,141041.06,75489.51,59807.867,210729.8
3744,459.1289618,1.8839709,,,,15,,,,,,,0,0,0,0,14412.264,15984.648,31887.762,36496.938,53865.133,36192.11,15075.098,89903.68,26632.627
1173,459.1975597,0.7841209,,,,,,,,,,,0,0,0,0,0,0,0,13786.637,20327.377,0,2387.6116,179107.33,9833.859
5202,459.197951,2.3123822,,,,15,,,,,,,0,0,0,0,9854.307,29397.47,132378.94,100373.03,175120.08,33103.18,28756.365,48114.08,91865.375
8480,459.2201697,3.7698827,,,,85,300,[M+Na]+,,2,8482;8480,436.23089,0,0,0,0,0,10.689899,495.43268,6824.7,6955.478,254.319,39.745724,11415.081,18.778177
9533,459.2211461,4.311079,,,,63,,,,,,,0,0,0,0,113.1467,1249.3641,7978.065,2799.06,2505.2812,15653.286,2467.2566,96931.18,0
9501,459.2227586,4.2940392,,,,63,,,,,,,0,0,0,0,16.463552,23.864792,25468.719,47788.96,14212.714,155.7446,10021.228,0,0
7581,459.2381888,3.2815707,,,,85,,,,,,,0,0,0,0,14250.409,1474.7821,5351.96,33231.66,27201.262,643.22003,18245.758,9034.33,10917.867
11688,459.2744518,5.780858,,,,78,,,,,,,0,0,0,0,11181.926,20656.336,88908.22,5276.1694,799.68756,103407.984,10830.469,91686.45,16112.199
4072,459.2798793,1.9681536,,,,15,161,[M+H]+,,4,4073;4091;4074;4072,458.27253,1256.6675,1775.943,2458.1262,3427.8557,3884.9548,7674.5327,1.02E+07,6547760.5,2450751.2,20640.383,4975185,55846.984,890720.75
3983,460.2165059,1.9453734,,,,15,,,,,,,0,0,0,0,46202.887,34061.785,0,0,0,26015.473,0,6245.9897,0
4020,460.2392122,1.9612045,,,,15,158,[M+NH4]+,,4,4026;4038;4025;4020,442.20505,6.9806104,197.19528,389.30493,0,1148.2693,4214.8887,499814.72,2209791,4168972,4841.9756,763934.44,28713.924,3189492.5
16514,460.2694304,8.619535,,,,89,,,,,,,25462.912,24984.238,20950.596,16919.305,40250.652,148615.73,69468.95,115360.34,53157.727,82274.695,98490.56,35784.586,90319.1
4078,460.2824315,1.9709767,,,,15,,,,,,,54.87966,70.111244,56.369755,88.13529,0,409.1308,2140946.5,1347473.4,465303.12,3818.8792,1065439.8,7309.746,140484.44
3852,460.3114035,1.9215978,,,,15,,,,,,,169.44328,107.899536,499.015,23.51218,346.71985,1149.6775,443436.97,392788.75,108354.56,4262.438,591449.3,4575.5654,105939.43
4393,461.107893,2.0482047,,,,15,,,,,,,0,0,0,0,211.05293,2658.8013,0,28908.773,151923.22,101555.32,51476.477,38736.836,0
7775,461.1459378,3.3737857,,,,85,277,[M+Na]+,,2,7753;7775,438.15666,0,0,0,0,0,25.328304,132767.47,268626.16,128787.46,0,11919.377,0,55013.47
4009,461.2423858,1.9642111,,,,15,,,,,,,0,0,8.226854,0,0,612.6754,98486.14,429344.53,829809.44,576.27124,128994.914,6285.0977,636281.94
13537,461.2897862,7.0461364,,,,61,,,,,,,0,0,0,0,26087.424,21655.957,41536.277,41298.953,36753.32,103107.64,27003.092,379730,30768.414
10929,462.1973115,5.1908445,,,,65,,,,,,,0,0,0,0,5883.218,351.54178,27045.303,16044.626,69308.73,10215.263,15974.898,20657.559,12712.779
4728,462.2332044,2.1418023,,,,15,,,,,,,0,0,0,0,44811.74,36286.46,121904.69,155489,87958.36,141564.69,54574.395,175331.84,121951.89
6151,462.2335045,2.7455738,,,,15,238,[M+NH4]+,,2,6151;6160,444.19941,0,0,0,0,704.94226,1653.4432,23439.17,12111.077,5465.136,6016.031,2348.142,5343.495,6017.093
8559,462.2673388,3.8123498,,,,85,,,,,,,17.332966,18.02515,97.00027,78.48036,799.4126,1565.2958,11803.89,83887.375,3248.4512,17682.531,17817.361,7740.0537,1056.6853
9022,462.2866207,4.055017,,,,69,,,,,,,0,0,0,0,12.173139,581.8764,15332.874,81002.164,11136.508,18082.955,7642.6523,136654.64,6587.0454
8368,463.1239739,3.7143033,,,,,,,,,,,0,0,0,0,0,0,0,0,0,23965.293,253.3171,77348.625,0
6539,463.1574952,2.8920832,,,,15,246,[M+Na]+,,2,6548;6539,440.16843,0,0,0,0,6514.401,544.39545,13385.916,10008.218,1048.9253,15759.262,1495.2463,6167.84,2554.9475
5726,463.1575076,2.598971,,,,15,217,[M+Na]+,,3,5726;5707;5701,440.16795,0,0,0,0,213876.12,80683.766,333001.6,268495.47,170645.5,224579.4,64513.17,73670.63,117201.664
7507,463.1610758,3.2535527,,,,85,269,[M+H]+,,3,7472;7520;7507,462.1541,0,0,0,0,0,0,381777,700164.56,324285.3,0,69921.83,0,260013.6
5006,463.1685895,2.2376113,,,,15,,,,,,,0,0,0,0,37303.97,78294.734,63493.156,38937.344,55744.42,175687.78,2011.7651,2205.7202,35966.773
10897,464.1805948,5.187432,,,,65,,,,,,,0,0,0,0,23.650639,428.47287,145.15817,1482.4331,43166.68,7321.161,56.283737,94865.86,7512.051
11272,464.1816287,5.517164,,,,94,,,,,,,0,0,0,0,3742.6096,14581.89,23023.43,14932.088,113619.76,37559.758,5675.344,409227.12,68285.66
7244,464.1917998,3.1175177,,,,15,,,,,,,0,0,0,0,100124.875,107508.58,459274.34,772666.56,1035417.25,673898.1,165886,237246.53,524079.3
6731,464.1919543,2.9681883,,,,15,,,,,,,0,0,0,0,34064.9,40895.133,116362.766,168972.72,255464.81,693256.6,68851.766,357946.16,133782.48
7636,464.1919924,3.319511,,,,85,273,[M+H]+,,2,7632;7636,463.18496,0,0,0,0,13700.048,21791.596,74262,134985.02,169409.56,110962.95,26295.117,10937.329,119175.77
7898,464.1921581,3.445349,,,,85,280,[M+H]+,,2,7892;7898,463.1849,0,0,0,0,3893.7559,6105.1445,12070.085,25149.559,23291.38,62733.984,8985.568,22916.672,19914.533
7136,464.3005688,3.0945873,,,,15,,,,,,,0,0,0,0,41.941643,140.71742,3347.1353,1348.5432,17142.562,6064.386,9141.083,78522.3,1145.2512
8111,464.3008645,3.5445602,,,,85,,,,,,,0,0,0,34.503395,331.87637,432.0933,8932.886,2666.739,45.614098,1333.3716,4911.846,54332.66,11376.82
3768,465.1807127,1.8929644,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,201510.34,0
11268,465.1876544,5.516634,,,,94,368,[M+H]+,,2,11279;11268,464.18152,0,0,0,0,2791.683,13064.649,20686.03,11539.584,88653.92,27025.55,5790.562,345040.66,55087.574
4025,465.1939685,1.960843,,,,15,158,[M+Na]+,,4,4026;4038;4025;4020,442.20505,0,0,0,0,1249.19,2431.6626,23593.883,163338.39,296880.47,0,83968.766,0,332138.62
13572,465.209873,7.0490146,,,,61,,,,,,,0,0,0,0,1248.6041,1019.7175,12441.021,8501.865,7988.1396,13067.646,1521.866,60105.66,1713.096
9600,465.2486507,4.3936124,,,,84,,,,,,,0,0,0,0,10210.42,17729.027,99246.41,29972,60158.047,52429.76,9424.515,45662.04,39383.664
11356,465.2841114,5.5838532,,,,,,,,,,,9.792681,0,0,0,0,133.88998,481.4464,112071.89,0,1384.2758,12.781407,0,0
3818,465.3225451,1.8969997,,,,15,,,,,,,0,0,0,0,2500.466,11948.823,0,0,0,19394.875,0,174147.86,0
17193,465.3782363,9.28242,,,,87,423,[M+H]+,,3,17227;17193;17188,464.3714,51916.43,45944.02,52376.793,35867.957,7818.0327,11024.932,2041.3181,10286.799,11600.578,7831.3193,11054.389,11558.622,11604.782
11264,466.1966139,5.5112987,,,,94,367,[M+H]+,,2,11273;11264,465.18883,0,0,0,0,7503.927,19492.717,22639.879,9260.407,100582.32,56500.242,10383.378,386716.4,51656.547
10896,466.1967906,5.185098,,,,65,,,,,,,0,0,0,0,3043.715,10490.631,8182.2705,1783.6697,25484.688,31082.615,3137.7954,130616.31,9571.4795
9146,466.1970183,4.1534758,,,,52,,,,,,,0,0,0,0,716.13574,4700.5796,871.24176,0,0,11834.62,1402.338,31113.71,18.937313
6104,466.2079883,2.728977,,,,15,235,[M+H]+,,2,6106;6104,465.19957,0,0,0,0,868.9591,145.64728,12476.363,37457.91,5006.2188,41358.754,3232.5835,0,2715.5186
11546,466.3159893,5.680175,,,,62,378,[M+H]+,,2,11546;11560,465.30905,0,0,0,0,48.482933,0,976.94116,2176.014,1938.0173,10539.975,4349.0986,8149.3145,0
9446,466.3168317,4.2893844,,,,63,325,[M+H]+,,2,9446;9448,465.30969,0,0,0,0,4854.677,5155.0337,16117.592,18697.258,9224.57,46650.69,22478.645,91152.79,8292.985
6140,466.3169139,2.7370448,,,,15,,,,,,,0,0,0,0,3853.344,12545.783,10541.597,6246.9854,6641.857,61556.973,22580.26,191843.6,13679.059
8450,466.3170353,3.756751,,,,85,299,[M+H]+,,2,8449;8450,465.31002,0,0,0,0,2689.8865,3955.0896,12647.856,4506.614,6072.0107,40207.234,18906.867,90873.234,4053.0862
17226,466.4104172,9.289587,,,,87,,,,,,,40198.195,29816.646,37860.617,61408.984,10584.411,11419.767,9190.073,10505.3955,10468.593,9525.147,11419.148,11057.682,11206.5
836,466.9825508,0.64032173,,,,13,51,[M+K]+,,2,835;836,428.01931,0,0,0,0,0,0,1620.3389,1470.6616,7672.9473,13351.609,5320.177,253.62039,192.67848
4360,467.0951226,2.0454624,,,,15,170,[M+K]+,,3,4384;4383;4360,428.13194,0,0,0,0,4999.1206,4044.9453,18046.424,0,14945.3125,11804.627,0,1240.2744,7227.0547
10928,467.1527353,5.239065,,,,,,,,,,,0,0,0,0,13597.039,1037.1091,29126.65,24792.012,125868.47,17665.92,18278.654,31899.27,31675.025
6160,467.1883571,2.7392907,,,,15,238,[M+Na]+,,2,6151;6160,444.19941,0,0,0,0,2053.2751,6812.46,48786.836,4083.0361,5011.883,4888.7764,7091.9385,2440.8423,15488.652
3936,467.1893322,1.9442031,,,,15,155,[M+K]+,,4,3726;3934;3936;3959,428.22579,0,0,0,0,0,0,73212.44,42063.6,59769.375,0,10447.211,0,17536.443
11535,467.2643201,5.6694164,,,,62,377,[M+H]+,,3,11525;11536;11535,466.25668,0,0,0,0,115.10998,70.41003,29953.076,2584.1626,37313.31,5710.1616,697.1291,0,2612.586
6771,468.2240911,2.9615643,,,,15,,,,,,,0,0,0,0,320.78467,23827.035,102776.02,200.16995,47705.617,0,0,106372.15,180401.73
10061,468.2260562,4.666272,,,,,,,,,,,0,0,0,0,0,0,97648.04,545722.8,740961.94,0,33456.453,9066.143,250042.14
15185,468.2489355,7.7729635,,,,66,,,,,,,0,0,0,0,320.87323,0,0,0,15794.489,6656.385,42111.45,105783.48,0
17045,468.3898166,9.189447,,,,87,415,[M+NH4]+,,3,17069;17045;17018,450.35579,142488.84,141317.88,145024.61,440486.22,140077.47,144412.64,137740.73,139723.31,145176.2,145486.08,138703.1,145817.61,146014.58
1164,469.0888833,0.75666064,,,,13,66,[M+Na]+,,3,1157;1141;1164,446.09958,0,0,0,0,15983.976,0,0,105818.414,33399.98,2720.2485,98679.07,54880.117,69889.79
6077,469.2047634,2.704296,,,,15,,,,,,,0,0,0,0,49221.453,88708.1,229563.06,122233.53,112515.1,129424.016,69486.016,39778.63,209894.44
6660,469.2097028,2.9169838,,,,15,251,[M+H]+,,2,6646;6660,468.20287,0,0,0,0,0,0,8818.315,287924.16,131756.16,0,12702.543,0,27738.908
9157,469.2102156,4.170526,,,,49,,,,,,,0,0,0,0,0,0,191077.39,161263.98,41160.137,15.108976,16571.326,0,43359.773
1363,470.0342469,0.8188247,,,,13,79,[M+Na]+,,2,1333;1363,447.04494,0,0,0,0,14864.395,0,0,84236.83,79555.64,5144.2637,111630,0,8098.3574
4535,470.1926249,2.0842655,,,,15,,,,,,,0,0,0,0,94432.73,95972.65,0,0,0,122806.14,24730.533,704160.4,124472.14
4286,470.202329,2.0127542,,,,15,,,,,,,0,0,0,0,4614.588,48540.434,81984.19,0,23478.168,0,0,21020.668,62700.18
8421,470.2059327,3.7701607,,,,,,,,,,,0,0,0,0,0,0,6802.831,151916.44,213699,0,17762.537,0,40495.81
